state,date,deaths,cases,Case_Fatality_Ratio
Indiana,2021-08-29,708,35462,1.31
Indiana,2021-09-05,712,35946,1.07
Indiana,2021-09-12,720,36462,1.92
Indiana,2021-09-19,726,36908,1.2
Indiana,2021-09-26,730,37274,1.05
Indiana,2021-10-03,735,37653,1.39
Indiana,2021-10-10,741,38148,1.27
Indiana,2021-10-17,748,38610,1.49
Indiana,2021-10-24,753,39314,0.98
Indiana,2021-10-31,759,39862,1.23
Indiana,2021-11-07,764,40596,0.87
Indiana,2021-11-14,773,41238,1.64
Indiana,2021-11-21,782,42004,1.11
Indiana,2021-11-28,791,42898,1.16
Indiana,2021-12-05,799,43593,1.09
Indiana,2021-12-12,815,44481,1.61
Indiana,2021-12-19,822,45181,0.99
Indiana,2021-12-26,831,45863,1.61
Iowa,2020-03-01,4,119,4.49
Iowa,2020-03-08,17,386,4.45
Iowa,2020-03-15,28,659,3.66
Iowa,2020-03-22,36,907,3.44
Iowa,2020-03-29,45,1198,3.35
Iowa,2020-04-05,57,1528,4.2
Iowa,2020-04-12,74,1924,3.88
Iowa,2020-04-19,84,2231,4.06
Iowa,2020-04-26,93,2549,2.58
Iowa,2020-05-03,101,2843,3.09
Iowa,2020-05-10,108,3054,3.01
Iowa,2020-05-17,111,3156,2.75
Iowa,2020-05-24,114,3254,4.19
Iowa,2020-05-31,116,3309,3.69
Iowa,2020-06-07,118,3415,2.36
Iowa,2020-06-14,119,3497,2.65
Iowa,2020-06-21,121,3603,1.85
Iowa,2020-06-28,122,3712,1.83
Iowa,2020-07-05,124,3786,2.41
Iowa,2020-07-12,125,3855,2.6
Iowa,2020-07-19,127,3949,2.89
Iowa,2020-07-26,128,4042,1.52
Iowa,2020-08-02,129,4123,1.54
Iowa,2020-08-09,130,4214,2.32
Iowa,2020-08-16,132,4297,2.5
Iowa,2020-08-23,134,4366,2.84
Iowa,2020-08-30,135,4465,2.25
Iowa,2020-09-06,136,4537,2.4
Iowa,2020-09-13,138,4656,2.11
Iowa,2020-09-20,140,4764,1.94
Iowa,2020-09-27,143,4871,2.85
Iowa,2020-10-04,153,5209,2.52
Iowa,2020-10-11,157,5505,1.5
Iowa,2020-10-18,165,5811,2.49
Iowa,2020-10-25,171,6231,1.52
Iowa,2020-11-01,180,6609,2.5
Iowa,2020-11-08,185,7012,1.7
Iowa,2020-11-15,201,7566,2.88
Iowa,2020-11-22,209,7926,2.1
Iowa,2020-11-29,216,8484,1.68
Iowa,2020-12-06,225,9021,2.03
Iowa,2020-12-13,233,9353,2.31
Iowa,2020-12-20,246,9933,2.35
Iowa,2020-12-27,253,10260,2.32
Iowa,2021-01-03,257,10698,1.27
Iowa,2021-01-10,259,10989,1.18
Iowa,2021-01-17,264,11274,1.98
Iowa,2021-01-24,271,11603,1.85
Iowa,2021-01-31,276,11908,1.77
Iowa,2021-02-07,279,12138,1.28
Iowa,2021-02-14,281,12395,1.18
Iowa,2021-02-21,283,12618,0.95
Iowa,2021-02-28,286,12826,1.64
Iowa,2021-03-07,288,12982,1.4
Iowa,2021-03-14,289,13118,1.02
Iowa,2021-03-21,290,13229,1.33
Iowa,2021-03-28,291,13383,1.04
Iowa,2021-04-04,292,13546,0.93
Iowa,2021-04-11,293,13680,1.45
Iowa,2021-04-18,293,13773,0.93
Iowa,2021-04-25,294,13904,1.08
Iowa,2021-05-02,295,14056,0.85
Iowa,2021-05-09,296,14198,1.1
Iowa,2021-05-16,298,14334,1.88
Iowa,2021-05-23,300,14467,1.68
Iowa,2021-05-30,301,14605,1.36
Iowa,2021-06-06,304,14842,1.47
Iowa,2021-06-13,305,15090,0.83
Iowa,2021-06-20,307,15228,1.72
Iowa,2021-06-27,309,15388,1.61
Iowa,2021-07-04,311,15585,1.35
Iowa,2021-07-11,312,15793,1.1
Iowa,2021-07-18,315,15962,1.96
Iowa,2021-07-25,316,16079,1.21
Iowa,2021-08-01,318,16206,1.59
Iowa,2021-08-08,319,16363,1.23
Iowa,2021-08-15,321,16491,1.86
Iowa,2021-08-22,323,16653,1.59
Iowa,2021-08-29,324,16851,0.87
Iowa,2021-09-05,328,17094,1.58
Iowa,2021-09-12,330,17255,1.37
Iowa,2021-09-19,332,17482,1.28
Iowa,2021-09-26,333,17660,1.27
Iowa,2021-10-03,335,17938,1.05
Iowa,2021-10-10,339,18204,1.51
Iowa,2021-10-17,342,18489,1.21
Iowa,2021-10-24,344,18782,0.9
Iowa,2021-10-31,348,19155,1.28
Iowa,2021-11-07,350,19400,0.98
Iowa,2021-11-14,353,19741,0.9
Iowa,2021-11-21,359,20124,1.5
Iowa,2021-11-28,362,20378,1.37
Iowa,2021-12-05,368,20791,1.74
Iowa,2021-12-12,372,21232,0.95
Iowa,2021-12-19,376,21682,1.01
Iowa,2021-12-26,379,21935,1.29
Kansas,2020-03-01,7,154,4.37
Kansas,2020-03-08,16,342,4.12
Kansas,2020-03-15,22,505,4.47
Kansas,2020-03-22,30,816,3.06
Kansas,2020-03-29,39,1089,3.79
Kansas,2020-04-05,48,1304,3.7
Kansas,2020-04-12,55,1573,2.93
Kansas,2020-04-19,64,1772,4.14
Kansas,2020-04-26,73,2031,3.21
Kansas,2020-05-03,82,2247,4.15
Kansas,2020-05-10,88,2443,3.7
Kansas,2020-05-17,93,2600,3.58
Kansas,2020-05-24,95,2668,3.75
Kansas,2020-05-31,96,2705,2.62
Kansas,2020-06-07,98,2807,2.29
Kansas,2020-06-14,99,2903,1.62
Kansas,2020-06-21,100,2973,1.78
Kansas,2020-06-28,101,3055,1.58
Kansas,2020-07-05,102,3143,2.22
Kansas,2020-07-12,103,3249,1.72
Kansas,2020-07-19,104,3313,1.61
Kansas,2020-07-26,106,3404,2.82
Kansas,2020-08-02,107,3516,1.57
Kansas,2020-08-09,108,3580,1.78
Kansas,2020-08-16,109,3675,1.57
Kansas,2020-08-23,110,3781,1.94
Kansas,2020-08-30,111,3851,1.69
Kansas,2020-09-06,112,3940,1.87
Kansas,2020-09-13,115,4054,2.53
Kansas,2020-09-20,116,4123,2.07
Kansas,2020-09-27,117,4188,1.51
Kansas,2020-10-04,123,4493,2.12
Kansas,2020-10-11,127,4788,1.54
Kansas,2020-10-18,132,5061,1.65
Kansas,2020-10-25,141,5449,2.59
Kansas,2020-11-01,146,5814,1.86
Kansas,2020-11-08,155,6145,2.7
Kansas,2020-11-15,166,6582,2.21
Kansas,2020-11-22,171,6906,1.92
Kansas,2020-11-29,184,7421,2.99
Kansas,2020-12-06,197,7958,2.75
Kansas,2020-12-13,207,8363,2.11
Kansas,2020-12-20,215,8702,2.7
Kansas,2020-12-27,225,9159,2.13
Kansas,2021-01-03,234,9614,1.76
Kansas,2021-01-10,237,9874,1.63
Kansas,2021-01-17,241,10184,1.46
Kansas,2021-01-24,246,10484,2.0
Kansas,2021-01-31,249,10780,1.28
Kansas,2021-02-07,253,10970,1.94
Kansas,2021-02-14,257,11236,1.99
Kansas,2021-02-21,259,11410,1.6
Kansas,2021-02-28,261,11573,1.23
Kansas,2021-03-07,262,11695,0.99
Kansas,2021-03-14,263,11816,1.48
Kansas,2021-03-21,264,11950,0.83
Kansas,2021-03-28,265,12087,1.48
Kansas,2021-04-04,267,12218,1.48
Kansas,2021-04-11,269,12352,1.53
Kansas,2021-04-18,269,12443,1.11
Kansas,2021-04-25,270,12567,1.42
Kansas,2021-05-02,271,12649,1.4
Kansas,2021-05-09,272,12783,0.83
Kansas,2021-05-16,273,12931,1.01
Kansas,2021-05-23,274,13019,1.55
Kansas,2021-05-30,275,13129,1.43
Kansas,2021-06-06,276,13288,0.83
Kansas,2021-06-13,279,13479,1.87
Kansas,2021-06-20,281,13684,1.32
Kansas,2021-06-27,283,13889,1.49
Kansas,2021-07-04,284,14024,1.04
Kansas,2021-07-11,286,14158,1.47
Kansas,2021-07-18,287,14300,1.54
Kansas,2021-07-25,288,14410,1.01
Kansas,2021-08-01,289,14532,1.14
Kansas,2021-08-08,290,14709,0.82
Kansas,2021-08-15,293,14878,1.76
Kansas,2021-08-22,294,14992,0.98
Kansas,2021-08-29,296,15155,1.48
Kansas,2021-09-05,300,15351,1.92
Kansas,2021-09-12,302,15563,1.14
Kansas,2021-09-19,303,15708,1.08
Kansas,2021-09-26,304,15888,1.06
Kansas,2021-10-03,308,16161,1.4
Kansas,2021-10-10,311,16361,1.71
Kansas,2021-10-17,313,16583,1.29
Kansas,2021-10-24,319,16922,1.57
Kansas,2021-10-31,323,17165,1.74
Kansas,2021-11-07,329,17485,1.96
Kansas,2021-11-14,333,17716,1.61
Kansas,2021-11-21,336,18035,1.05
Kansas,2021-11-28,339,18312,1.31
Kansas,2021-12-05,342,18677,1.08
Kansas,2021-12-12,345,18954,1.04
Kansas,2021-12-19,350,19356,1.24
Kansas,2021-12-26,356,19755,1.82
Kentucky,2020-03-01,8,286,3.25
Kentucky,2020-03-08,14,501,3.47
Kentucky,2020-03-15,24,800,3.13
Kentucky,2020-03-22,41,1292,3.1
Kentucky,2020-03-29,59,1820,4.03
Kentucky,2020-04-05,82,2321,4.39
Kentucky,2020-04-12,96,2720,3.5
Kentucky,2020-04-19,106,3142,2.74
Kentucky,2020-04-26,122,3587,4.22
Kentucky,2020-05-03,135,3995,3.16
Kentucky,2020-05-10,149,4290,4.12
Kentucky,2020-05-17,155,4458,4.22
Kentucky,2020-05-24,161,4599,3.98
Kentucky,2020-05-31,163,4658,4.25
Kentucky,2020-06-07,165,4756,2.58
Kentucky,2020-06-14,167,4919,2.08
Kentucky,2020-06-21,170,5081,2.32
Kentucky,2020-06-28,173,5234,2.27
Kentucky,2020-07-05,177,5366,2.74
Kentucky,2020-07-12,179,5518,1.66
Kentucky,2020-07-19,182,5667,2.55
Kentucky,2020-07-26,185,5832,2.59
Kentucky,2020-08-02,187,5959,2.83
Kentucky,2020-08-09,191,6131,2.52
Kentucky,2020-08-16,193,6247,1.87
Kentucky,2020-08-23,196,6365,2.66
Kentucky,2020-08-30,197,6470,1.52
Kentucky,2020-09-06,200,6643,2.05
Kentucky,2020-09-13,202,6765,2.28
Kentucky,2020-09-20,205,6930,2.26
Kentucky,2020-09-27,207,7035,2.97
Kentucky,2020-10-04,215,7356,2.49
Kentucky,2020-10-11,225,7808,2.13
Kentucky,2020-10-18,237,8233,2.73
Kentucky,2020-10-25,247,8767,2.19
Kentucky,2020-11-01,261,9456,2.27
Kentucky,2020-11-08,280,10121,2.99
Kentucky,2020-11-15,293,10938,2.02
Kentucky,2020-11-22,303,11487,2.13
Kentucky,2020-11-29,318,11959,2.87
Kentucky,2020-12-06,329,12730,1.75
Kentucky,2020-12-13,343,13220,2.59
Kentucky,2020-12-20,353,13836,1.68
Kentucky,2020-12-27,365,14396,2.06
Kentucky,2021-01-03,369,15054,0.93
Kentucky,2021-01-10,375,15758,1.08
Kentucky,2021-01-17,378,16165,0.85
Kentucky,2021-01-24,384,16703,1.21
Kentucky,2021-01-31,391,17157,1.41
Kentucky,2021-02-07,395,17605,0.81
Kentucky,2021-02-14,401,17925,1.99
Kentucky,2021-02-21,406,18303,1.71
Kentucky,2021-02-28,412,18573,1.99
Kentucky,2021-03-07,414,18709,1.65
Kentucky,2021-03-14,415,18835,1.28
Kentucky,2021-03-21,417,19049,1.2
Kentucky,2021-03-28,418,19175,1.17
Kentucky,2021-04-04,419,19326,0.88
Kentucky,2021-04-11,421,19512,1.15
Kentucky,2021-04-18,424,19678,1.85
Kentucky,2021-04-25,425,19857,1.2
Kentucky,2021-05-02,426,20086,0.87
Kentucky,2021-05-09,427,20244,1.18
Kentucky,2021-05-16,429,20454,0.95
Kentucky,2021-05-23,430,20593,0.88
Kentucky,2021-05-30,432,20739,1.79
Kentucky,2021-06-06,435,20961,1.95
Kentucky,2021-06-13,438,21303,1.0
Kentucky,2021-06-20,440,21491,1.41
Kentucky,2021-06-27,446,21809,1.89
Kentucky,2021-07-04,448,22106,1.04
Kentucky,2021-07-11,450,22309,1.25
Kentucky,2021-07-18,452,22542,0.99
Kentucky,2021-07-25,454,22722,1.17
Kentucky,2021-08-01,458,22988,1.69
Kentucky,2021-08-08,460,23170,1.46
Kentucky,2021-08-15,462,23388,1.3
Kentucky,2021-08-22,466,23600,1.95
Kentucky,2021-08-29,467,23834,0.85
Kentucky,2021-09-05,471,24088,1.94
Kentucky,2021-09-12,474,24421,0.93
Kentucky,2021-09-19,478,24705,1.73
Kentucky,2021-09-26,481,25054,1.03
Kentucky,2021-10-03,490,25489,1.9
Kentucky,2021-10-10,495,25881,1.77
Kentucky,2021-10-17,499,26227,1.18
Kentucky,2021-10-24,502,26596,0.98
Kentucky,2021-10-31,507,27099,1.26
Kentucky,2021-11-07,510,27459,1.08
Kentucky,2021-11-14,518,27953,1.52
Kentucky,2021-11-21,524,28383,1.79
Kentucky,2021-11-28,531,28854,1.76
Kentucky,2021-12-05,537,29227,1.86
Kentucky,2021-12-12,541,29774,0.83
Kentucky,2021-12-19,544,30214,0.87
Kentucky,2021-12-26,548,30631,1.26
Louisiana,2020-03-01,4,183,3.1
Louisiana,2020-03-08,13,559,2.51
Louisiana,2020-03-15,23,841,3.12
Louisiana,2020-03-22,35,1172,4.43
Louisiana,2020-03-29,56,1687,3.59
Louisiana,2020-04-05,71,2167,3.57
Louisiana,2020-04-12,85,2534,4.33
Louisiana,2020-04-19,100,2934,4.02
Louisiana,2020-04-26,120,3430,3.98
Louisiana,2020-05-03,129,3838,2.6
Louisiana,2020-05-10,137,4098,2.95
Louisiana,2020-05-17,144,4343,3.35
Louisiana,2020-05-24,149,4508,3.39
Louisiana,2020-05-31,151,4574,4.32
Louisiana,2020-06-07,155,4735,2.72
Louisiana,2020-06-14,158,4869,2.77
Louisiana,2020-06-21,163,5033,2.91
Louisiana,2020-06-28,167,5192,2.71
Louisiana,2020-07-05,168,5322,1.58
Louisiana,2020-07-12,171,5476,2.18
Louisiana,2020-07-19,173,5603,2.45
Louisiana,2020-07-26,176,5763,2.32
Louisiana,2020-08-02,179,5885,2.62
Louisiana,2020-08-09,182,6000,2.95
Louisiana,2020-08-16,185,6178,2.14
Louisiana,2020-08-23,189,6351,2.29
Louisiana,2020-08-30,191,6469,2.17
Louisiana,2020-09-06,192,6584,1.5
Louisiana,2020-09-13,195,6763,1.86
Louisiana,2020-09-20,198,6931,2.33
Louisiana,2020-09-27,202,7089,2.4
Louisiana,2020-10-04,217,7607,2.96
Louisiana,2020-10-11,226,8053,2.47
Louisiana,2020-10-18,236,8719,1.68
Louisiana,2020-10-25,251,9409,2.4
Louisiana,2020-11-01,266,10017,2.78
Louisiana,2020-11-08,280,10811,1.63
Louisiana,2020-11-15,294,11626,1.77
Louisiana,2020-11-22,308,12178,2.56
Louisiana,2020-11-29,319,12933,1.79
Louisiana,2020-12-06,329,13437,1.98
Louisiana,2020-12-13,349,14268,2.5
Louisiana,2020-12-20,374,15113,2.58
Louisiana,2020-12-27,384,15760,1.89
Louisiana,2021-01-03,389,16443,0.95
Louisiana,2021-01-10,397,17015,1.48
Louisiana,2021-01-17,402,17429,1.26
Louisiana,2021-01-24,413,18033,1.67
Louisiana,2021-01-31,419,18525,1.51
Louisiana,2021-02-07,425,18943,1.55
Louisiana,2021-02-14,429,19280,1.43
Louisiana,2021-02-21,432,19586,1.04
Louisiana,2021-02-28,433,19807,0.9
Louisiana,2021-03-07,435,20011,1.33
Louisiana,2021-03-14,437,20203,1.22
Louisiana,2021-03-21,440,20436,1.4
Louisiana,2021-03-28,441,20648,0.84
Louisiana,2021-04-04,443,20816,1.9
Louisiana,2021-04-11,446,21008,1.69
Louisiana,2021-04-18,448,21147,1.97
Louisiana,2021-04-25,450,21346,1.08
Louisiana,2021-05-02,451,21524,0.89
Louisiana,2021-05-09,453,21748,1.09
Louisiana,2021-05-16,455,21934,1.72
Louisiana,2021-05-23,456,22128,0.94
Louisiana,2021-05-30,458,22264,1.8
Louisiana,2021-06-06,461,22488,1.33
Louisiana,2021-06-13,463,22737,1.31
Louisiana,2021-06-20,467,23003,1.49
Louisiana,2021-06-27,469,23237,1.18
Louisiana,2021-07-04,471,23466,0.92
Louisiana,2021-07-11,477,23774,1.96
Louisiana,2021-07-18,480,24023,1.64
Louisiana,2021-07-25,483,24274,1.35
Louisiana,2021-08-01,485,24543,1.14
Louisiana,2021-08-08,487,24840,0.87
Louisiana,2021-08-15,491,25144,1.53
Louisiana,2021-08-22,493,25359,1.21
Louisiana,2021-08-29,496,25634,1.42
Louisiana,2021-09-05,499,25833,1.96
Louisiana,2021-09-12,502,26149,0.9
Louisiana,2021-09-19,507,26547,1.49
Louisiana,2021-09-26,512,26899,1.72
Louisiana,2021-10-03,519,27336,1.58
Louisiana,2021-10-10,522,27741,0.96
Louisiana,2021-10-17,528,28067,1.89
Louisiana,2021-10-24,532,28529,1.16
Louisiana,2021-10-31,538,29033,1.37
Louisiana,2021-11-07,541,29520,0.85
Louisiana,2021-11-14,546,29982,0.98
Louisiana,2021-11-21,549,30382,0.96
Louisiana,2021-11-28,556,30958,1.31
Louisiana,2021-12-05,558,31317,0.84
Louisiana,2021-12-12,567,31923,1.86
Louisiana,2021-12-19,576,32447,1.9
Louisiana,2021-12-26,582,33059,0.96
Maine,2020-03-01,3,78,4.38
Maine,2020-03-08,6,159,4.38
Maine,2020-03-15,10,254,3.9
Maine,2020-03-22,14,406,2.91
Maine,2020-03-29,17,556,2.63
Maine,2020-04-05,21,674,3.11
Maine,2020-04-12,27,819,3.94
Maine,2020-04-19,31,936,4.1
Maine,2020-04-26,35,1075,2.86
Maine,2020-05-03,37,1155,3.15
Maine,2020-05-10,39,1227,3.72
Maine,2020-05-17,40,1292,2.96
Maine,2020-05-24,40,1325,3.45
Maine,2020-05-31,40,1344,3.3
Maine,2020-06-07,41,1386,2.83
Maine,2020-06-14,42,1429,2.5
Maine,2020-06-21,42,1474,2.12
Maine,2020-06-28,42,1502,2.54
Maine,2020-07-05,42,1531,2.05
Maine,2020-07-12,42,1569,2.25
Maine,2020-07-19,43,1615,2.37
Maine,2020-07-26,44,1664,2.19
Maine,2020-08-02,45,1702,2.95
Maine,2020-08-09,45,1732,2.79
Maine,2020-08-16,45,1762,2.32
Maine,2020-08-23,46,1812,1.81
Maine,2020-08-30,46,1854,1.58
Maine,2020-09-06,46,1895,1.94
Maine,2020-09-13,46,1944,1.96
Maine,2020-09-20,46,1975,1.95
Maine,2020-09-27,46,2015,1.84
Maine,2020-10-04,49,2132,2.91
Maine,2020-10-11,52,2318,2.23
Maine,2020-10-18,56,2512,2.19
Maine,2020-10-25,58,2731,1.58
Maine,2020-11-01,61,2935,1.92
Maine,2020-11-08,63,3072,1.53
Maine,2020-11-15,66,3226,2.2
Maine,2020-11-22,69,3419,1.54
Maine,2020-11-29,73,3563,2.64
Maine,2020-12-06,77,3758,2.3
Maine,2020-12-13,83,3945,2.83
Maine,2020-12-20,87,4120,2.42
Maine,2020-12-27,92,4357,2.26
Maine,2021-01-03,94,4509,1.95
Maine,2021-01-10,95,4681,1.14
Maine,2021-01-17,97,4823,2.0
Maine,2021-01-24,98,4967,0.9
Maine,2021-01-31,99,5086,1.41
Maine,2021-02-07,99,5185,0.9
Maine,2021-02-14,101,5311,1.93
Maine,2021-02-21,102,5403,1.89
Maine,2021-02-28,103,5497,1.94
Maine,2021-03-07,103,5540,1.95
Maine,2021-03-14,103,5578,1.11
Maine,2021-03-21,104,5638,1.68
Maine,2021-03-28,104,5685,1.45
Maine,2021-04-04,104,5736,1.0
Maine,2021-04-11,104,5802,1.4
Maine,2021-04-18,104,5847,1.45
Maine,2021-04-25,105,5901,1.99
Maine,2021-05-02,105,5951,1.73
Maine,2021-05-09,105,6001,1.22
Maine,2021-05-16,105,6064,1.38
Maine,2021-05-23,105,6120,1.21
Maine,2021-05-30,105,6165,1.07
Maine,2021-06-06,105,6242,0.81
Maine,2021-06-13,106,6327,1.33
Maine,2021-06-20,107,6410,1.84
Maine,2021-06-27,108,6489,1.84
Maine,2021-07-04,108,6571,1.25
Maine,2021-07-11,108,6639,1.27
Maine,2021-07-18,109,6697,1.96
Maine,2021-07-25,109,6754,1.22
Maine,2021-08-01,110,6841,1.33
Maine,2021-08-08,111,6911,1.63
Maine,2021-08-15,111,6992,0.86
Maine,2021-08-22,111,7061,1.22
Maine,2021-08-29,111,7138,1.18
Maine,2021-09-05,112,7210,1.97
Maine,2021-09-12,113,7294,1.49
Maine,2021-09-19,114,7372,1.62
Maine,2021-09-26,115,7476,0.91
Maine,2021-10-03,116,7552,1.52
Maine,2021-10-10,117,7643,1.81
Maine,2021-10-17,118,7783,1.35
Maine,2021-10-24,119,7878,1.94
Maine,2021-10-31,120,7982,1.22
Maine,2021-11-07,121,8118,0.95
Maine,2021-11-14,122,8234,1.06
Maine,2021-11-21,123,8393,1.06
Maine,2021-11-28,126,8528,1.97
Maine,2021-12-05,127,8702,1.09
Maine,2021-12-12,128,8834,1.12
Maine,2021-12-19,131,9008,1.83
Maine,2021-12-26,133,9145,1.62
Maryland,2020-03-01,7,227,3.9
Maryland,2020-03-08,19,605,3.16
Maryland,2020-03-15,38,1165,3.11
Maryland,2020-03-22,55,1647,3.39
Maryland,2020-03-29,81,2312,4.47
Maryland,2020-04-05,110,2989,3.72
Maryland,2020-04-12,129,3472,4.0
Maryland,2020-04-19,145,3969,3.45
Maryland,2020-04-26,168,4511,4.28
Maryland,2020-05-03,181,4986,3.54
Maryland,2020-05-10,190,5281,3.48
Maryland,2020-05-17,196,5491,3.51
Maryland,2020-05-24,200,5638,3.43
Maryland,2020-05-31,205,5759,4.24
Maryland,2020-06-07,209,5900,2.66
Maryland,2020-06-14,212,6115,1.67
Maryland,2020-06-21,217,6337,2.37
Maryland,2020-06-28,220,6517,2.29
Maryland,2020-07-05,223,6717,1.62
Maryland,2020-07-12,226,6879,2.32
Maryland,2020-07-19,230,7085,2.69
Maryland,2020-07-26,232,7226,1.72
Maryland,2020-08-02,235,7414,2.2
Maryland,2020-08-09,241,7615,2.8
Maryland,2020-08-16,243,7814,1.61
Maryland,2020-08-23,245,7949,1.89
Maryland,2020-08-30,248,8107,2.08
Maryland,2020-09-06,253,8304,2.75
Maryland,2020-09-13,256,8446,2.6
Maryland,2020-09-20,260,8646,2.01
Maryland,2020-09-27,263,8805,1.92
Maryland,2020-10-04,274,9228,2.55
Maryland,2020-10-11,301,10013,2.96
Maryland,2020-10-18,316,10540,2.73
Maryland,2020-10-25,331,11378,1.69
Maryland,2020-11-01,360,12436,2.87
Maryland,2020-11-08,374,13060,2.04
Maryland,2020-11-15,392,14063,2.19
Maryland,2020-11-22,414,14939,2.2
Maryland,2020-11-29,433,15943,1.97
Maryland,2020-12-06,452,16625,2.96
Maryland,2020-12-13,471,17521,2.03
Maryland,2020-12-20,493,18488,2.57
Maryland,2020-12-27,506,19239,1.69
Maryland,2021-01-03,516,19816,1.52
Maryland,2021-01-10,528,20735,1.34
Maryland,2021-01-17,537,21247,1.6
Maryland,2021-01-24,544,21776,1.31
Maryland,2021-01-31,551,22467,1.09
Maryland,2021-02-07,555,22878,0.92
Maryland,2021-02-14,562,23414,1.71
Maryland,2021-02-21,568,23898,1.33
Maryland,2021-02-28,571,24270,0.91
Maryland,2021-03-07,573,24529,1.02
Maryland,2021-03-14,574,24729,0.87
Maryland,2021-03-21,575,25026,0.82
Maryland,2021-03-28,579,25283,1.78
Maryland,2021-04-04,582,25507,1.52
Maryland,2021-04-11,585,25683,1.68
Maryland,2021-04-18,589,25942,1.69
Maryland,2021-04-25,591,26145,1.22
Maryland,2021-05-02,594,26337,1.61
Maryland,2021-05-09,598,26652,1.55
Maryland,2021-05-16,601,26840,1.78
Maryland,2021-05-23,605,27104,1.74
Maryland,2021-05-30,607,27400,0.87
Maryland,2021-06-06,612,27895,1.14
Maryland,2021-06-13,617,28237,1.95
Maryland,2021-06-20,621,28618,1.0
Maryland,2021-06-27,624,28896,1.08
Maryland,2021-07-04,627,29309,1.05
Maryland,2021-07-11,633,29678,1.4
Maryland,2021-07-18,636,29924,1.58
Maryland,2021-07-25,640,30169,1.62
Maryland,2021-08-01,644,30526,1.17
Maryland,2021-08-08,649,30822,1.98
Maryland,2021-08-15,652,31105,1.23
Maryland,2021-08-22,656,31391,1.9
Maryland,2021-08-29,660,31827,0.92
Maryland,2021-09-05,665,32290,1.0
Maryland,2021-09-12,672,32673,1.93
Maryland,2021-09-19,675,33042,1.03
Maryland,2021-09-26,677,33378,0.97
Maryland,2021-10-03,683,33828,1.75
Maryland,2021-10-10,688,34217,1.57
Maryland,2021-10-17,692,34617,1.0
Maryland,2021-10-24,700,35278,1.22
Maryland,2021-10-31,710,35871,1.61
Maryland,2021-11-07,715,36521,1.12
Maryland,2021-11-14,726,37129,1.87
Maryland,2021-11-21,739,37900,1.99
Maryland,2021-11-28,753,38633,1.61
Maryland,2021-12-05,765,39496,1.62
Maryland,2021-12-12,773,40293,0.93
Maryland,2021-12-19,784,41139,1.26
Maryland,2021-12-26,791,41788,1.33
Massachusetts,2020-03-01,20,406,4.37
Massachusetts,2020-03-08,37,772,4.25
Massachusetts,2020-03-15,48,1240,2.63
Massachusetts,2020-03-22,80,2021,3.77
Massachusetts,2020-03-29,98,2601,3.94
Massachusetts,2020-04-05,118,3250,3.75
Massachusetts,2020-04-12,144,4078,2.97
Massachusetts,2020-04-19,163,4695,3.69
Massachusetts,2020-04-26,179,5113,4.32
Massachusetts,2020-05-03,202,5710,4.5
Massachusetts,2020-05-10,217,6054,3.83
Massachusetts,2020-05-17,231,6423,3.51
Massachusetts,2020-05-24,239,6576,4.45
Massachusetts,2020-05-31,241,6663,3.1
Massachusetts,2020-06-07,245,6845,2.72
Massachusetts,2020-06-14,248,7003,2.01
Massachusetts,2020-06-21,252,7230,2.12
Massachusetts,2020-06-28,258,7502,2.73
Massachusetts,2020-07-05,260,7658,1.58
Massachusetts,2020-07-12,266,7879,2.89
Massachusetts,2020-07-19,271,8133,2.17
Massachusetts,2020-07-26,274,8373,1.76
Massachusetts,2020-08-02,277,8601,1.61
Massachusetts,2020-08-09,283,8816,2.99
Massachusetts,2020-08-16,289,9066,2.15
Massachusetts,2020-08-23,295,9288,2.83
Massachusetts,2020-08-30,300,9512,2.45
Massachusetts,2020-09-06,302,9677,1.64
Massachusetts,2020-09-13,306,9935,1.85
Massachusetts,2020-09-20,310,10175,1.98
Massachusetts,2020-09-27,315,10343,2.94
Massachusetts,2020-10-04,334,11163,2.11
Massachusetts,2020-10-11,341,11747,1.51
Massachusetts,2020-10-18,359,12601,2.18
Massachusetts,2020-10-25,373,13218,2.13
Massachusetts,2020-11-01,393,14119,2.6
Massachusetts,2020-11-08,417,15285,2.38
Massachusetts,2020-11-15,440,16142,2.44
Massachusetts,2020-11-22,461,17132,1.89
Massachusetts,2020-11-29,486,18293,2.17
Massachusetts,2020-12-06,505,19157,2.44
Massachusetts,2020-12-13,534,20498,2.22
Massachusetts,2020-12-20,567,21541,2.88
Massachusetts,2020-12-27,591,22473,2.58
Massachusetts,2021-01-03,600,23377,1.03
Massachusetts,2021-01-10,612,24095,1.9
Massachusetts,2021-01-17,627,25088,1.44
Massachusetts,2021-01-24,633,25818,0.96
Massachusetts,2021-01-31,640,26305,1.55
Massachusetts,2021-02-07,646,26974,1.06
Massachusetts,2021-02-14,656,27457,1.91
Massachusetts,2021-02-21,661,27891,1.42
Massachusetts,2021-02-28,668,28422,1.6
Massachusetts,2021-03-07,671,28717,0.93
Massachusetts,2021-03-14,674,28943,1.58
Massachusetts,2021-03-21,679,29260,1.73
Massachusetts,2021-03-28,683,29560,1.87
Massachusetts,2021-04-04,686,29812,1.1
Massachusetts,2021-04-11,690,30074,1.68
Massachusetts,2021-04-18,692,30306,1.09
Massachusetts,2021-04-25,694,30572,1.08
Massachusetts,2021-05-02,700,30917,1.96
